Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer
3840,2160,121,121,0,Desktop,1.2125000000000001,0.9125000000000001,1.0625,1.0,0,0.5499999999999999,1.0025,56.4214463840399,-1.0025,56.38248129675811,0.89375
