Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer,timeDelay
1920,1080,53,45,0,Desktop,0.7,0.5,0.5,0.525,0,0.3,0.5175,25.51328502,-0.515,25.63713592,0.515625,109
