Correct Response,Height (deg),Reaction Time (ms),Target
1,5.66,638.2556,
1,5.66,598.2326001,
1,4,542.3843999,
1,2.83,566.4252,
1,11.31,547.0036001,
1,1,795.8784,
1,1.41,681.7031,
1,2,543.109,
1,11.31,528.8244001,
1,2.83,629.5539,
1,8,583.8820001,
0,1.41,601.0584,
1,28,615.7739,
1,5.66,644.077,
1,1.41,641.9891999,
